MapVersion,SectionId,FromAddressId,ToAddressId,SectionPosition,AllowVehiclePosition,AllowCargoPosition,VehicleSpeedUnload,VehicleSpeedLoaded,VehicleSpeedEnforce
2025112001,10389,105405800,105505800,90,90/270,90/270,1200,1000,600
2025112001,10472,106505600,107005600,90,90/270,90/270,1200,1000,600
2025112001,10478,106405800,107005800,90,90/270,90/270,1200,1000,600
2025112001,10653,105405600,105505600,90,90/270,90/270,1200,1000,600
2025112001,10686,105505800,105405800,270,90/270,90/270,1200,1000,600
2025112001,10687,105505800,105605800,90,90/270,90/270,1200,1000,600
2025112001,10690,106405800,105605800,270,90/270,90/270,1200,1000,600
2025112001,10701,105605800,105505800,270,90/270,90/270,1200,1000,600
2025112001,10702,105605800,106405800,90,90/270,90/270,1200,1000,600
2025112001,10703,107005800,106405800,270,90/270,90/270,1200,1000,600
2025112001,10762,107005600,106505600,270,90/270,90/270,1200,1000,600
2025112001,10764,105505600,105405600,270,90/270,90/270,1200,1000,600
2025112001,10766,105505600,105705600,90,90/270,90/270,1200,1000,600
2025112001,10767,105705600,105505600,270,90/270,90/270,1200,1000,600
2025112001,10768,105705600,106505600,90,90/270,90/270,1200,1000,600
2025112001,10770,106505600,105705600,270,90/270,90/270,1200,1000,600
2025112001,10002,100605800,100405800,270,90/270,0/180,1200,1000,0
2025112001,10007,100605400,100405400,270,90/270,0/180,1200,1000,0
2025112001,10011,100604900,100404900,270,90/270,0/180,1200,1000,0
2025112001,10014,100504200,100504600,0,0/180,0/180,1200,1000,0
2025112001,10015,100406800,100606800,90,90/270,0/180,1200,1000,0
2025112001,10016,100406800,100406300,180,0/180,0/180,1200,1000,0
2025112001,10017,100406800,100407200,0,0/180,0/180,1200,1000,0
2025112001,10019,100606800,100606300,180,0/180,0/180,1200,1000,0
2025112001,10020,100606800,100607200,0,0/180,0/180,1200,1000,0
2025112001,10021,100606800,100406800,270,90/270,0/180,1200,1000,0
2025112001,10025,100409100,100609100,90,90/270,0/180,1200,1000,0
2025112001,10026,100409100,100309100,270,90/270,0/180,1200,1000,0
2025112001,10027,100409100,100409400,0,0/180,0/180,1200,1000,0
2025112001,10028,100409100,100408900,180,0/180,0/180,1200,1000,0
2025112001,10029,100406300,100406800,0,0/180,0/180,1200,1000,0
2025112001,10030,100406300,100606300,90,90/270,0/180,1200,1000,0
2025112001,10031,100406300,100406000,180,0/180,0/180,1200,1000,0
