MapVersion,PortId,AddressId,VerticalRange,HorizontalRange
2026010605,PD101,100408400,1050,0
2026010605,PD102,100408100,1050,0
2026010605,PD103,101200100,1050,0
2026010605,UL101,102903900,910,0
2026010605,UL102,102903300,910,0
2026010605,UL103,102903000,910,0
2026010605,UL104,102902400,910,0
2026010605,UL105,103001700,910,0
2026010605,UL106,103001200,910,0
2026010605,UL107,102901000,910,0
2026010605,UL108,102900500,910,0
