MapVersion,PortId,AddressId,VerticalRange,HorizontalRange
2025121101,P001073,100107300,0,0
2025121101,UL301,102601300,0,0
2025121101,UL302,102601100,0,0
2025121101,UL303,102601000,0,0
2025121101,UL304,102600800,0,0
2025121101,UL305,102600600,0,0
2025121101,UL306,102600400,0,0
2025121101,UL307,102600300,0,0
2025121101,UL308,102600100,0,0
